Date,PeriodLabel,Year,MonthNumber,ActualValue,IndexedValue,AnnualMovementValue,CommonIndexBaseDate,IndicatorSort,Indicator,IndicatorLabel,Unit
2011-04-01,2011-04,2011,4,0.078,134.48275862068965,-0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2011-05-01,2011-05,2011,5,153472.0,196.88518280949327,-0.02,2000-01-01,1,UK average house price,Index: house price,GBP
2011-05-01,2011-05,2011,5,453.0,148.52459016393442,0.02257336343115135,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2011-05-01,2011-05,2011,5,0.079,136.20689655172416,0.0,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2011-06-01,2011-06,2011,6,153013.0,196.2963438101347,-0.023,2000-01-01,1,UK average house price,Index: house price,GBP
2011-06-01,2011-06,2011,6,456.0,149.5081967213115,0.03167420814479649,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2011-06-01,2011-06,2011,6,0.08,137.93103448275863,0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2011-07-01,2011-07,2011,7,153560.0,196.99807568954458,-0.021,2000-01-01,1,UK average house price,Index: house price,GBP
2011-07-01,2011-07,2011,7,456.0,149.5081967213115,0.02934537246049662,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2011-07-01,2011-07,2011,7,0.08199999999999999,141.3793103448276,0.00399999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2011-08-01,2011-08,2011,8,153460.0,196.86978832584992,-0.02,2000-01-01,1,UK average house price,Index: house price,GBP
2011-08-01,2011-08,2011,8,454.0,148.85245901639342,0.020224719101123556,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2011-08-01,2011-08,2011,8,0.083,143.10344827586206,0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2011-09-01,2011-09,2011,9,153631.0,197.08915971776779,-0.02,2000-01-01,1,UK average house price,Index: house price,GBP
2011-09-01,2011-09,2011,9,454.0,148.85245901639342,0.017937219730941756,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2011-09-01,2011-09,2011,9,0.084,144.82758620689657,0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2011-10-01,2011-10,2011,10,153147.0,196.46824887748556,-0.02,2000-01-01,1,UK average house price,Index: house price,GBP
2011-10-01,2011-10,2011,10,456.0,149.5081967213115,0.020134228187919545,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2011-10-01,2011-10,2011,10,0.085,146.55172413793105,0.006000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2011-11-01,2011-11,2011,11,153752.0,197.24438742783838,-0.006999999999999999,2000-01-01,1,UK average house price,Index: house price,GBP
2011-11-01,2011-11,2011,11,457.0,149.8360655737705,0.02008928571428581,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2011-11-01,2011-11,2011,11,0.084,144.82758620689657,0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2011-12-01,2011-12,2011,12,153439.0,196.84284797947402,-0.01,2000-01-01,1,UK average house price,Index: house price,GBP
2011-12-01,2011-12,2011,12,457.0,149.8360655737705,0.017817371937639104,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2011-12-01,2011-12,2011,12,0.083,143.10344827586206,0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-01-01,2012-01,2012,1,153611.0,197.06350224502887,-0.008,2000-01-01,1,UK average house price,Index: house price,GBP
2012-01-01,2012-01,2012,1,457.0,149.8360655737705,-0.0021834061135370675,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-01-01,2012-01,2012,1,0.083,143.10344827586206,0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-02-01,2012-02,2012,2,153683.0,197.15586914688902,-0.006,2000-01-01,1,UK average house price,Index: house price,GBP
2012-02-01,2012-02,2012,2,457.0,149.8360655737705,0.008830022075055233,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-02-01,2012-02,2012,2,0.08199999999999999,141.3793103448276,0.00399999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-03-01,2012-03,2012,3,154142.0,197.7447081462476,0.002,2000-01-01,1,UK average house price,Index: house price,GBP
2012-03-01,2012-03,2012,3,457.0,149.8360655737705,0.008830022075055233,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-03-01,2012-03,2012,3,0.08199999999999999,141.3793103448276,0.0049999999999999906,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-04-01,2012-04,2012,4,154383.0,198.05388069275176,-0.002,2000-01-01,1,UK average house price,Index: house price,GBP
2012-04-01,2012-04,2012,4,460.0,150.81967213114754,0.019955654101995624,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-04-01,2012-04,2012,4,0.081,139.65517241379314,0.0030000000000000027,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-05-01,2012-05,2012,5,154349.0,198.01026298909557,0.006,2000-01-01,1,UK average house price,Index: house price,GBP
2012-05-01,2012-05,2012,5,460.0,150.81967213114754,0.015452538631346657,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-05-01,2012-05,2012,5,0.08,137.93103448275863,0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-06-01,2012-06,2012,6,155190.0,199.08915971776779,0.013999999999999999,2000-01-01,1,UK average house price,Index: house price,GBP
2012-06-01,2012-06,2012,6,461.0,151.14754098360658,0.010964912280701844,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-06-01,2012-06,2012,6,0.08,137.93103448275863,0.0,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-07-01,2012-07,2012,7,154423.0,198.10519563822965,0.005,2000-01-01,1,UK average house price,Index: house price,GBP
2012-07-01,2012-07,2012,7,463.0,151.80327868852459,0.015350877192982448,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-07-01,2012-07,2012,7,0.079,136.20689655172416,-0.002999999999999989,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-08-01,2012-08,2012,8,154316.0,197.96792815907634,0.005,2000-01-01,1,UK average house price,Index: house price,GBP
2012-08-01,2012-08,2012,8,464.0,152.1311475409836,0.022026431718061623,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-08-01,2012-08,2012,8,0.078,134.48275862068965,-0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-09-01,2012-09,2012,9,154348.0,198.00898011545863,0.004,2000-01-01,1,UK average house price,Index: house price,GBP
2012-09-01,2012-09,2012,9,462.0,151.47540983606558,0.017621145374449254,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-09-01,2012-09,2012,9,0.078,134.48275862068965,-0.006000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-10-01,2012-10,2012,10,154545.0,198.26170622193712,0.008,2000-01-01,1,UK average house price,Index: house price,GBP
2012-10-01,2012-10,2012,10,462.0,151.47540983606558,0.013157894736842035,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-10-01,2012-10,2012,10,0.078,134.48275862068965,-0.007000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-11-01,2012-11,2012,11,155108.0,198.98396407953817,0.009000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2012-11-01,2012-11,2012,11,463.0,151.80327868852459,0.013129102844638973,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-11-01,2012-11,2012,11,0.078,134.48275862068965,-0.006000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2012-12-01,2012-12,2012,12,155069.0,198.93393200769725,0.011000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2012-12-01,2012-12,2012,12,461.0,151.14754098360658,0.00875273522975939,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2012-12-01,2012-12,2012,12,0.078,134.48275862068965,-0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-01-01,2013-01,2013,1,155197.0,199.0981398332264,0.011000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2013-01-01,2013-01,2013,1,462.0,151.47540983606558,0.010940919037199182,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-01-01,2013-01,2013,1,0.08,137.93103448275863,-0.0030000000000000027,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-02-01,2013-02,2013,2,155681.0,199.71905067350866,0.013000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2013-02-01,2013-02,2013,2,462.0,151.47540983606558,0.010940919037199182,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-02-01,2013-02,2013,2,0.078,134.48275862068965,-0.00399999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-03-01,2013-03,2013,3,156497.0,200.76587556125722,0.016,2000-01-01,1,UK average house price,Index: house price,GBP
2013-03-01,2013-03,2013,3,454.0,148.85245901639342,-0.006564551422319487,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-03-01,2013-03,2013,3,0.078,134.48275862068965,-0.00399999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-04-01,2013-04,2013,4,156667.0,200.98396407953817,0.015,2000-01-01,1,UK average house price,Index: house price,GBP
2013-04-01,2013-04,2013,4,478.0,156.72131147540983,0.03913043478260869,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-04-01,2013-04,2013,4,0.077,132.75862068965517,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-05-01,2013-05,2013,5,156945.0,201.3406029506094,0.017,2000-01-01,1,UK average house price,Index: house price,GBP
2013-05-01,2013-05,2013,5,468.0,153.44262295081967,0.017391304347825987,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-05-01,2013-05,2013,5,0.077,132.75862068965517,-0.0030000000000000027,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-06-01,2013-06,2013,6,157647.0,202.241180243746,0.015,2000-01-01,1,UK average house price,Index: house price,GBP
2013-06-01,2013-06,2013,6,466.0,152.78688524590166,0.010845986984815648,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-06-01,2013-06,2013,6,0.077,132.75862068965517,-0.0030000000000000027,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-07-01,2013-07,2013,7,158059.0,202.7697241821681,0.023,2000-01-01,1,UK average house price,Index: house price,GBP
2013-07-01,2013-07,2013,7,466.0,152.78688524590166,0.00647948164146861,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-07-01,2013-07,2013,7,0.077,132.75862068965517,-0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-08-01,2013-08,2013,8,158925.0,203.88069275176397,0.03,2000-01-01,1,UK average house price,Index: house price,GBP
2013-08-01,2013-08,2013,8,466.0,152.78688524590166,0.004310344827586299,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-08-01,2013-08,2013,8,0.076,131.0344827586207,-0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-09-01,2013-09,2013,9,159678.0,204.8466966003849,0.034,2000-01-01,1,UK average house price,Index: house price,GBP
2013-09-01,2013-09,2013,9,466.0,152.78688524590166,0.008658008658008587,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-09-01,2013-09,2013,9,0.07400000000000001,127.58620689655176,-0.00399999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-10-01,2013-10,2013,10,160340.0,205.6959589480436,0.037000000000000005,2000-01-01,1,UK average house price,Index: house price,GBP
2013-10-01,2013-10,2013,10,466.0,152.78688524590166,0.008658008658008587,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-10-01,2013-10,2013,10,0.07200000000000001,124.13793103448279,-0.0059999999999999915,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-11-01,2013-11,2013,11,161656.0,207.38422065426553,0.042,2000-01-01,1,UK average house price,Index: house price,GBP
2013-11-01,2013-11,2013,11,466.0,152.78688524590166,0.00647948164146861,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-11-01,2013-11,2013,11,0.07200000000000001,124.13793103448279,-0.0059999999999999915,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2013-12-01,2013-12,2013,12,163409.0,209.63309813983324,0.054000000000000006,2000-01-01,1,UK average house price,Index: house price,GBP
2013-12-01,2013-12,2013,12,468.0,153.44262295081967,0.015184381778741818,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2013-12-01,2013-12,2013,12,0.071,122.41379310344827,-0.007000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-01-01,2014-01,2014,1,164791.0,211.40602950609363,0.062,2000-01-01,1,UK average house price,Index: house price,GBP
2014-01-01,2014-01,2014,1,469.0,153.77049180327867,0.015151515151515138,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-01-01,2014-01,2014,1,0.069,118.96551724137933,-0.010999999999999996,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-02-01,2014-02,2014,2,166072.0,213.04939063502246,0.067,2000-01-01,1,UK average house price,Index: house price,GBP
2014-02-01,2014-02,2014,2,472.0,154.75409836065575,0.02164502164502169,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-02-01,2014-02,2014,2,0.067,115.51724137931036,-0.010999999999999996,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-03-01,2014-03,2014,3,166492.0,213.58819756254007,0.064,2000-01-01,1,UK average house price,Index: house price,GBP
2014-03-01,2014-03,2014,3,461.0,151.14754098360658,0.01541850220264318,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-03-01,2014-03,2014,3,0.066,113.79310344827587,-0.011999999999999997,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-04-01,2014-04,2014,4,168846.0,216.60808210391278,0.077,2000-01-01,1,UK average house price,Index: house price,GBP
2014-04-01,2014-04,2014,4,469.0,153.77049180327867,-0.01882845188284521,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-04-01,2014-04,2014,4,0.064,110.34482758620692,-0.012999999999999998,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-05-01,2014-05,2014,5,169994.0,218.0808210391276,0.083,2000-01-01,1,UK average house price,Index: house price,GBP
2014-05-01,2014-05,2014,5,469.0,153.77049180327867,0.002136752136752129,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-05-01,2014-05,2014,5,0.063,108.62068965517241,-0.013999999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-06-01,2014-06,2014,6,170829.0,219.15202052597817,0.084,2000-01-01,1,UK average house price,Index: house price,GBP
2014-06-01,2014-06,2014,6,470.0,154.0983606557377,0.008583690987124415,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-06-01,2014-06,2014,6,0.061,105.17241379310344,-0.016,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-07-01,2014-07,2014,7,171820.0,220.4233483001924,0.087,2000-01-01,1,UK average house price,Index: house price,GBP
2014-07-01,2014-07,2014,7,468.0,153.44262295081967,0.0042918454935623185,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-07-01,2014-07,2014,7,0.06,103.44827586206897,-0.017,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-08-01,2014-08,2014,8,173254.0,222.26298909557408,0.091,2000-01-01,1,UK average house price,Index: house price,GBP
2014-08-01,2014-08,2014,8,469.0,153.77049180327867,0.006437768240343367,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-08-01,2014-08,2014,8,0.06,103.44827586206897,-0.016,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-09-01,2014-09,2014,9,174204.0,223.4817190506735,0.091,2000-01-01,1,UK average house price,Index: house price,GBP
2014-09-01,2014-09,2014,9,473.0,155.08196721311475,0.015021459227467782,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-09-01,2014-09,2014,9,0.059000000000000004,101.72413793103449,-0.015000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-10-01,2014-10,2014,10,175287.0,224.87107119948683,0.094,2000-01-01,1,UK average house price,Index: house price,GBP
2014-10-01,2014-10,2014,10,475.0,155.7377049180328,0.0193133047210301,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-10-01,2014-10,2014,10,0.059000000000000004,101.72413793103449,-0.013000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-11-01,2014-11,2014,11,175261.0,224.83771648492623,0.084,2000-01-01,1,UK average house price,Index: house price,GBP
2014-11-01,2014-11,2014,11,475.0,155.7377049180328,0.0193133047210301,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-11-01,2014-11,2014,11,0.057,98.27586206896552,-0.015000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2014-12-01,2014-12,2014,12,175908.0,225.66773572803078,0.077,2000-01-01,1,UK average house price,Index: house price,GBP
2014-12-01,2014-12,2014,12,478.0,156.72131147540983,0.02136752136752129,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2014-12-01,2014-12,2014,12,0.055999999999999994,96.55172413793103,-0.015,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-01-01,2015-01,2015,1,176250.0,226.10647851186658,0.07,2000-01-01,1,UK average house price,Index: house price,GBP
2015-01-01,2015-01,2015,1,476.0,156.0655737704918,0.014925373134328401,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-01-01,2015-01,2015,1,0.055999999999999994,96.55172413793103,-0.013000000000000012,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-02-01,2015-02,2015,2,177021.0,227.0955740859525,0.067,2000-01-01,1,UK average house price,Index: house price,GBP
2015-02-01,2015-02,2015,2,478.0,156.72131147540983,0.012711864406779627,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-02-01,2015-02,2015,2,0.055,94.82758620689657,-0.012000000000000004,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-03-01,2015-03,2015,3,177627.0,227.87299550994229,0.067,2000-01-01,1,UK average house price,Index: house price,GBP
2015-03-01,2015-03,2015,3,480.0,157.37704918032787,0.04121475054229928,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-03-01,2015-03,2015,3,0.055,94.82758620689657,-0.011000000000000003,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-04-01,2015-04,2015,4,177827.0,228.1295702373316,0.053,2000-01-01,1,UK average house price,Index: house price,GBP
2015-04-01,2015-04,2015,4,481.0,157.70491803278688,0.02558635394456288,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-04-01,2015-04,2015,4,0.055999999999999994,96.55172413793103,-0.008000000000000007,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-05-01,2015-05,2015,5,179073.0,229.72803078896732,0.053,2000-01-01,1,UK average house price,Index: house price,GBP
2015-05-01,2015-05,2015,5,482.0,158.03278688524588,0.02771855010660973,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-05-01,2015-05,2015,5,0.055999999999999994,96.55172413793103,-0.007000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-06-01,2015-06,2015,6,179706.0,230.54008980115458,0.052000000000000005,2000-01-01,1,UK average house price,Index: house price,GBP
2015-06-01,2015-06,2015,6,481.0,157.70491803278688,0.023404255319148914,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-06-01,2015-06,2015,6,0.055,94.82758620689657,-0.005999999999999998,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-07-01,2015-07,2015,7,181288.0,232.56959589480437,0.055,2000-01-01,1,UK average house price,Index: house price,GBP
2015-07-01,2015-07,2015,7,484.0,158.68852459016395,0.03418803418803429,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-07-01,2015-07,2015,7,0.054000000000000006,93.10344827586209,-0.0059999999999999915,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-08-01,2015-08,2015,8,182625.0,234.28479794740218,0.052000000000000005,2000-01-01,1,UK average house price,Index: house price,GBP
2015-08-01,2015-08,2015,8,484.0,158.68852459016395,0.031982942430703654,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-08-01,2015-08,2015,8,0.053,91.37931034482759,-0.006999999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-09-01,2015-09,2015,9,183839.0,235.84220654265553,0.053,2000-01-01,1,UK average house price,Index: house price,GBP
2015-09-01,2015-09,2015,9,483.0,158.36065573770492,0.02114164904862581,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-09-01,2015-09,2015,9,0.052000000000000005,89.65517241379311,-0.006999999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-10-01,2015-10,2015,10,185406.0,237.85246953175113,0.055999999999999994,2000-01-01,1,UK average house price,Index: house price,GBP
2015-10-01,2015-10,2015,10,484.0,158.68852459016395,0.0189473684210526,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-10-01,2015-10,2015,10,0.051,87.93103448275862,-0.008000000000000007,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-11-01,2015-11,2015,11,187158.0,240.10006414368186,0.068,2000-01-01,1,UK average house price,Index: house price,GBP
2015-11-01,2015-11,2015,11,484.0,158.68852459016395,0.0189473684210526,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-11-01,2015-11,2015,11,0.051,87.93103448275862,-0.006000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2015-12-01,2015-12,2015,12,188128.0,241.3444515715202,0.069,2000-01-01,1,UK average house price,Index: house price,GBP
2015-12-01,2015-12,2015,12,487.0,159.67213114754097,0.01882845188284521,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2015-12-01,2015-12,2015,12,0.051,87.93103448275862,-0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-01-01,2016-01,2016,1,189842.0,243.54329698524694,0.078,2000-01-01,1,UK average house price,Index: house price,GBP
2016-01-01,2016-01,2016,1,489.0,160.32786885245903,0.027310924369747802,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-01-01,2016-01,2016,1,0.051,87.93103448275862,-0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-02-01,2016-02,2016,2,190621.0,244.54265554842846,0.077,2000-01-01,1,UK average house price,Index: house price,GBP
2016-02-01,2016-02,2016,2,486.0,159.34426229508196,0.01673640167364021,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-02-01,2016-02,2016,2,0.051,87.93103448275862,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-03-01,2016-03,2016,3,192291.0,246.68505452212958,0.084,2000-01-01,1,UK average house price,Index: house price,GBP
2016-03-01,2016-03,2016,3,490.0,160.65573770491804,0.02083333333333326,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-03-01,2016-03,2016,3,0.05,86.20689655172414,-0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-04-01,2016-04,2016,4,191891.0,246.17190506735085,0.079,2000-01-01,1,UK average house price,Index: house price,GBP
2016-04-01,2016-04,2016,4,495.0,162.29508196721312,0.029106029106028997,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-04-01,2016-04,2016,4,0.049,84.48275862068967,-0.006999999999999992,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-05-01,2016-05,2016,5,193390.0,248.09493264913405,0.08,2000-01-01,1,UK average house price,Index: house price,GBP
2016-05-01,2016-05,2016,5,493.0,161.63934426229508,0.022821576763485396,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-05-01,2016-05,2016,5,0.049,84.48275862068967,-0.006999999999999992,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-06-01,2016-06,2016,6,194414.0,249.40859525336757,0.08199999999999999,2000-01-01,1,UK average house price,Index: house price,GBP
2016-06-01,2016-06,2016,6,493.0,161.63934426229508,0.02494802494802495,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-06-01,2016-06,2016,6,0.049,84.48275862068967,-0.005999999999999998,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-07-01,2016-07,2016,7,194775.0,249.87171263630535,0.075,2000-01-01,1,UK average house price,Index: house price,GBP
2016-07-01,2016-07,2016,7,496.0,162.62295081967213,0.024793388429751984,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-07-01,2016-07,2016,7,0.05,86.20689655172414,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-08-01,2016-08,2016,8,194661.0,249.72546504169338,0.065,2000-01-01,1,UK average house price,Index: house price,GBP
2016-08-01,2016-08,2016,8,494.0,161.96721311475412,0.02066115702479343,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-08-01,2016-08,2016,8,0.048,82.75862068965519,-0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-09-01,2016-09,2016,9,195158.0,250.36305323925592,0.061,2000-01-01,1,UK average house price,Index: house price,GBP
2016-09-01,2016-09,2016,9,495.0,162.29508196721312,0.024844720496894457,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-09-01,2016-09,2016,9,0.048,82.75862068965519,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-10-01,2016-10,2016,10,195844.0,251.2431045542014,0.055999999999999994,2000-01-01,1,UK average house price,Index: house price,GBP
2016-10-01,2016-10,2016,10,497.0,162.95081967213113,0.026859504132231482,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-10-01,2016-10,2016,10,0.048,82.75862068965519,-0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-11-01,2016-11,2016,11,197092.0,252.84413085311095,0.053,2000-01-01,1,UK average house price,Index: house price,GBP
2016-11-01,2016-11,2016,11,498.0,163.27868852459017,0.02892561983471076,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-11-01,2016-11,2016,11,0.047,81.0344827586207,-0.003999999999999997,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2016-12-01,2016-12,2016,12,197743.0,253.6792815907633,0.052000000000000005,2000-01-01,1,UK average house price,Index: house price,GBP
2016-12-01,2016-12,2016,12,496.0,162.62295081967213,0.01848049281314168,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2016-12-01,2016-12,2016,12,0.047,81.0344827586207,-0.003999999999999997,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
